,ridge,lasso,elastic net,lars,OMP,Pool-AVG,KitchenSink
0.8000000000000002,0.046508949816749245,0.04183924447696108,0.043415893895794255,-0.002605739382654404,0.039509799071710594,0.04125465750747115,-0.04190801340663319
0.8100000000000002,0.04628365345112495,0.04178819864586614,0.04338196929185689,-0.0028455664078530507,0.03940448230605764,0.04118702315276279,-0.043865598979730525
0.8200000000000002,0.04603843959813281,0.04172297907681932,0.043333807076125885,-0.003090510847442385,0.03928437074400837,0.04110498589500344,-0.04585858542703769
0.8300000000000002,0.045773308257775924,0.041643585769819524,0.0432714072486009,-0.003340572701425959,0.03914946438556266,0.04100854573419355,-0.04788697274855558
0.8400000000000002,0.04548825943005186,0.04155001872486863,0.043194769809282496,-0.003595751969802885,0.03899976323072096,0.04089770267033177,-0.04995076094428463
0.8500000000000002,0.04518329311496172,0.04144227794196498,0.04310389475817189,-0.0038560486525720528,0.03883526727948361,0.04077245670342022,-0.05204995001422286
0.8600000000000002,0.04485840931250629,0.04132036342111023,0.04299878209526764,-0.0041214627497352385,0.03865597653184849,0.04063280783345824,-0.054184539958371136
0.8700000000000002,0.04451360802268389,0.04118427516230261,0.04287943182056986,-0.004391994261290888,0.038461890987818714,0.04047875606044571,-0.05635453077673125
0.8800000000000002,0.04414888924549376,0.04103401316554367,0.04274584393407743,-0.004667643187239223,0.03825301064739184,0.040310301384381964,-0.05855992246929986
0.8900000000000002,0.04376425298093911,0.040869577430832194,0.04259801843579247,-0.00494840952758091,0.03802933551056875,0.04012744380526734,-0.06080071503608009
0.9000000000000002,0.04335969922901728,0.04069096795816918,0.04243595532571354,-0.005234293282314173,0.037790865577349786,0.03993018332310261,-0.06307690847706993
0.9100000000000003,0.04293522798973115,0.04049818474755296,0.042259654603841845,-0.005525294451442786,0.037537600847733055,0.039718519937887,-0.06538850279226982
0.9200000000000003,0.04249083926307662,0.04029122779898586,0.04206911627017618,-0.005821413034962086,0.037269541321722444,0.039492453649620396,-0.06773549798168021
0.9300000000000003,0.04202653304905657,0.040070097112466896,0.041864340324717864,-0.006122649032875183,0.03698668699931407,0.0392519844583038,-0.07011789404529978
0.9400000000000003,0.04154230934766956,0.03983479268799539,0.04164532676746513,-0.006429002445181631,0.036689037880510256,0.038997112363937214,-0.07253569098313095
0.9500000000000003,0.041038168158917254,0.03958531452557179,0.041412075598419196,-0.006740473271880987,0.03637659396530868,0.03872783736651786,-0.0749888887951724
0.9600000000000003,0.040514109482798766,0.039321662625196985,0.04116458681758017,-0.007057061512972362,0.03604935525371211,0.03844415946604918,-0.07747748748142347
0.9700000000000003,0.03997013331931276,0.03904383698686853,0.04090286042494795,-0.007378767168458644,0.03570732174571889,0.0381460786625305,-0.08000148704188526
0.9800000000000003,0.03940623966846046,0.03875183761058887,0.0406268964205212,-0.0077055902383362795,0.03535049344132912,0.03783359495595884,-0.08256088747655643
0.9900000000000003,0.03882242853024398,0.03844566449635711,0.04033669480430169,-0.008037530722607267,0.03497887034054392,0.037506708346338846,-0.08515568878543878
